Date Taken,Temperature,Humidity,VOC,PM2.5,PM10
08/03/2025 0:39,22.3,61.3,90,77.2,150.1
08/03/2025 0:39,28.2,56.8,173.8,18,135.6
08/03/2025 0:40,26.9,55.3,229.9,68.3,76.8
08/03/2025 0:40,22.1,35.6,283.4,28.3,167.9
08/03/2025 0:40,26.1,62,302.4,114.9,169
08/03/2025 0:40,19.8,67.8,254.9,57.7,87.4
08/03/2025 0:41,29.9,31.6,483.2,41,25.3
08/03/2025 0:41,22.9,40.3,408.2,87,149.2
08/03/2025 0:41,22.9,64.4,372.5,63.5,14.1
08/03/2025 0:41,19.7,38.7,424.1,69.4,191.6
08/03/2025 0:42,29.6,40.7,327.3,83.9,150.7
08/03/2025 0:42,29.9,37.5,100.7,84.9,136.9
08/03/2025 0:42,25.6,38,131.1,103.6,135.5
08/03/2025 0:42,19.4,59.9,198.1,53.3,175.5
08/03/2025 0:43,18.3,31.1,205.4,45.4,192.7
08/03/2025 0:43,22.4,63.6,144.9,62.8,53.8
08/03/2025 0:43,20.3,46.1,303.6,12.6,32.9
08/03/2025 0:43,21.9,46.8,338.9,86.5,141.6
08/03/2025 0:44,18.5,47,478.2,104.7,180.3
08/03/2025 0:44,28.4,66.1,154,21.2,77.2
08/03/2025 0:44,29.5,44,278.3,63.2,168
08/03/2025 0:44,19.2,30.6,314.3,99.4,140.2
08/03/2025 0:45,27,55.7,255.6,45.6,13.5
08/03/2025 0:45,24.2,43.7,101.8,62.4,31.6
08/03/2025 0:45,23.7,63.4,459.4,73.5,58.4
08/03/2025 0:45,25.5,47.2,242.2,53.4,45.4
08/03/2025 0:46,27.1,57.3,95.3,37.7,35.8
08/03/2025 0:46,19.1,40.5,288.9,8.4,142.6
08/03/2025 0:46,24.8,30.1,225.4,44.6,83.6
08/03/2025 0:46,28.9,63.7,229.8,15.5,34.7
08/03/2025 0:47,24.9,56.9,174.6,109.5,77.7
08/03/2025 0:47,22.9,61.9,140.9,44.5,91.3
08/03/2025 0:47,28,36.5,249.6,108,132.4
08/03/2025 0:47,27.8,61,51,5.9,56
08/03/2025 0:48,26.8,64.9,371.4,110.9,166.2
08/03/2025 0:48,28.6,38.6,207.9,24.8,119.5
08/03/2025 0:48,19.1,61.2,153.8,80,122
08/03/2025 0:48,23.7,43.9,77.1,98.8,199.8
08/03/2025 0:49,27.7,31.5,168.8,66.1,18.1
08/03/2025 0:49,28.8,34.8,377.8,79.7,138.6
08/03/2025 0:49,28.6,67.3,244.4,22.5,144.9
08/03/2025 0:49,19.7,44.5,405.6,86,122.3
08/03/2025 0:50,25.6,56.5,241.7,78.1,97.4
08/03/2025 0:50,22.4,52,297,99.9,137.5
08/03/2025 0:50,27.5,48.3,239.1,86.8,160.1
08/03/2025 0:50,22.6,50.2,342.2,58.4,133.2
08/03/2025 0:51,18.1,39,204.1,16.9,87.8
08/03/2025 0:51,28.3,34.6,221.7,52.3,95.6
08/03/2025 0:51,23.7,40.2,204.1,21.4,170
08/03/2025 0:51,28.5,34.6,256.2,29.2,33.1
08/03/2025 0:52,29.5,32.4,264.9,43,73.3
08/03/2025 0:52,22.6,60.6,355.2,116.9,25.3
08/03/2025 0:52,24.6,54.2,108.5,57.1,151.5
08/03/2025 0:52,25.9,46,464.5,10.4,34.7
08/03/2025 0:53,21.7,54.1,413.3,99.3,83.6
08/03/2025 0:53,18.8,63.8,414.3,43.6,135.1
08/03/2025 0:53,21.7,51.7,161.3,25.8,68.6
08/03/2025 0:53,18.2,63.3,328.6,46.3,171.5
08/03/2025 0:54,24.1,53.3,167.1,19.7,103.4
08/03/2025 0:54,24.8,40.2,285,6.6,149.8
08/03/2025 0:54,23.4,57.1,305.7,113,173.8
08/03/2025 0:54,24.4,46.6,285.6,86.2,152.8
08/03/2025 0:55,21.8,63.5,124.2,20.6,144.2
08/03/2025 0:55,19.2,61,329.6,24.9,197
08/03/2025 0:55,29.3,63.5,361.6,110.5,76.8
08/03/2025 0:55,21.4,36.1,185.2,74.5,124
08/03/2025 0:56,18.8,37.5,327.1,83.3,174.6
08/03/2025 0:56,24.4,32.5,302,69.1,140.7
08/03/2025 0:56,29.3,64.9,172.4,44.3,90.5
08/03/2025 0:56,23.9,36.3,100.1,72,59.9
08/03/2025 0:57,23.9,54.7,100.9,114.7,74.9
08/03/2025 0:57,27,62.7,187.2,41.4,177.9
08/03/2025 0:57,24,62.1,414.7,65,196.1
08/03/2025 0:57,20.3,38.6,424.5,11,194.3
08/03/2025 0:58,24.9,39.4,229.2,118.2,50.1
08/03/2025 0:58,29.3,32,57.2,100.8,159.7
08/03/2025 0:58,29.1,45.8,433.9,32.5,114.3
08/03/2025 0:58,23.1,67.5,150.1,109.5,181.2
08/03/2025 0:59,21.2,37.3,63.6,68.3,71
08/03/2025 0:59,23.9,36,299.8,12.9,139.9
08/03/2025 0:59,20,50.7,103.5,20.8,10.6
08/03/2025 0:59,29.3,64.8,282.8,51.2,32.4
08/03/2025 1:00,24.5,50.5,446.8,80.6,43
08/03/2025 1:00,19.8,60.1,309.3,73.5,86.6
08/03/2025 1:00,22.3,48.3,190.1,111.8,95.3
08/03/2025 1:00,25.3,69.1,80.6,32,181.5
08/03/2025 1:01,24,43.4,282.7,91.6,122.9
08/03/2025 1:01,29.1,36.7,120.8,35.9,133.4
08/03/2025 1:01,25.7,70,427.6,17.7,66.8
08/03/2025 1:01,26.3,34.5,100.2,56.2,48.5
08/03/2025 1:02,29.8,65.2,165.9,86.4,182.2
08/03/2025 1:02,21.1,68.2,382.4,30.2,97.2
08/03/2025 1:02,28.8,43.2,470,12.9,56.5
08/03/2025 1:02,26.1,62.1,243.2,7.4,54.1
08/03/2025 1:03,29.1,59,194.6,6.8,199
08/03/2025 1:03,24.8,31.4,248,9,131.2
08/03/2025 1:03,19.2,31.4,78,53,197.3
08/03/2025 1:03,28.6,57.9,89.3,81.4,17.2
08/03/2025 1:04,25.6,54.3,447.3,91,154.5
08/03/2025 1:04,26.1,33.9,306.8,105,73.2
08/03/2025 1:04,28,61.5,196.2,46.2,143.2
08/03/2025 1:04,28.7,55.8,274.9,106.7,23.4
08/03/2025 1:05,28.9,62.5,366,7.1,29.4
08/03/2025 1:05,18.3,56.7,159.9,7.1,69.3
08/03/2025 1:05,23.3,69.5,104.4,85.3,98.3
08/03/2025 1:05,23.3,62.4,493.3,46.1,185.9
08/03/2025 1:06,24.9,44.1,440.7,55.1,118.7
08/03/2025 1:06,28.1,56.3,481.4,21.4,33.4
08/03/2025 1:06,28.8,31.3,476.3,98.9,173.4
08/03/2025 1:06,19.6,54.1,395.6,75.3,132
08/03/2025 1:07,26.4,60.1,275.6,84.2,182.2
08/03/2025 1:07,23.2,39.7,188.6,29.8,155.9
08/03/2025 1:07,22.5,69.1,499.1,97.8,30.7
08/03/2025 1:07,25.3,56.9,146.9,52.3,27
08/03/2025 1:08,25.3,53.6,362.6,94.5,196.6
08/03/2025 1:08,19.3,33.5,72,49.1,160
08/03/2025 1:08,23.9,31.8,94.1,64.7,168.8
08/03/2025 1:08,21.5,66.6,119.9,11,35.4
08/03/2025 1:09,21.6,58.9,332,105.2,127.6
08/03/2025 1:09,21.1,50.3,375.4,6.9,157.8
08/03/2025 1:09,27.6,40.2,314.7,22.9,133.9
08/03/2025 1:09,21.3,42.9,103.4,61.5,76
08/03/2025 1:10,20.2,43.1,342.4,23.5,61.7
08/03/2025 1:10,20.8,65.4,296.5,63.9,162.5
08/03/2025 1:10,21.2,48.9,326.6,77.4,187
08/03/2025 1:10,23.7,61.6,116.6,57.8,80.9
08/03/2025 1:11,18.1,53.6,262.1,13,77.8
08/03/2025 1:11,28.8,69.3,188.5,10.2,34.7
08/03/2025 1:11,19.1,68.1,346.5,116.2,102.5
08/03/2025 1:11,22.2,57.9,263.6,30.1,133.2
08/03/2025 1:12,28.9,58.2,126.5,109.7,111.9
08/03/2025 1:12,21.1,60.9,405.1,114.9,191.8
08/03/2025 1:12,23.5,63.1,53.9,38.8,110.2
08/03/2025 1:12,22.8,69.5,91.2,98.8,93.5
08/03/2025 1:13,27.6,57.7,444.2,30.3,47
08/03/2025 1:13,26,69.3,238.2,8.1,55.8
08/03/2025 1:13,18.1,49.5,280.1,46,12.3
08/03/2025 1:13,21.1,46.3,107.6,57.5,15.4
08/03/2025 1:14,22.9,50,155.9,94.7,168.3
08/03/2025 1:14,28.1,39.2,479.2,44.6,110.1
08/03/2025 1:14,28.3,38.2,184.6,93.1,135.9
08/03/2025 1:14,20,58.3,268.6,28.2,96.2
08/03/2025 1:15,24.2,37.1,312.1,7.2,135.3
08/03/2025 1:15,21.1,39,454.3,88.5,63.8
08/03/2025 1:15,28.3,65.3,274.7,58.7,155.4
08/03/2025 1:15,21.2,45.3,160.5,91.1,179.5
08/03/2025 1:16,22.1,46.9,161.6,104,134
08/03/2025 1:16,21.3,67.2,134.6,90.6,153.3
08/03/2025 1:16,26.5,47.2,260.3,12.1,116.7
08/03/2025 1:16,21.1,47.6,450.4,72.9,76.8
08/03/2025 1:17,21.8,40,84,28.1,122.2
08/03/2025 1:17,22,60.4,273.9,19.5,11.9
08/03/2025 1:17,28.3,58.4,304.5,71.3,74.5
08/03/2025 1:17,28.4,33.8,353,22.1,166.6
08/03/2025 1:18,27.7,54.8,90.9,109.1,83.9
08/03/2025 1:18,20.2,33.1,342.1,80.5,138.6
08/03/2025 1:18,29.7,48.4,301.2,119.2,15.6
08/03/2025 1:18,25.8,42.7,273.6,43.2,179.5
08/03/2025 1:19,28.2,46.5,203.4,75.1,69.1
08/03/2025 1:19,21.9,44.1,459.5,39.1,110.4
08/03/2025 1:19,28.7,51.4,238.7,94.2,175.7
08/03/2025 1:19,27,50.9,466,79.6,167.6
08/03/2025 1:20,20.6,39.7,326.3,99.1,75.8
08/03/2025 1:20,29.1,64.9,397.6,42,141.7
08/03/2025 1:20,29.6,65.1,250.2,68.1,170.5
08/03/2025 1:20,21.4,32.7,311.9,108.1,157.7
08/03/2025 1:21,25.3,36.8,355.1,44.1,15.1
08/03/2025 1:21,26.8,57.5,439.5,42.3,29.5
08/03/2025 1:21,29.9,43.6,359.4,25.4,195.1
08/03/2025 1:21,22.2,54.1,59.8,73.2,125.4
08/03/2025 1:22,25.8,58,262.8,5.5,56.1
08/03/2025 1:22,18.5,64.2,350.1,82.3,127.8
08/03/2025 1:22,30,41.1,353.8,79.9,17.3
08/03/2025 1:22,19.8,56.6,281.8,5.5,115.9
08/03/2025 1:23,26.8,34.7,383.8,52.3,89.6
08/03/2025 1:23,25.5,50.7,305.5,88,114.5
08/03/2025 1:23,28.8,49.7,191.7,31.8,196.9
08/03/2025 1:23,20.9,56.3,137.3,30.1,197
08/03/2025 1:24,18.7,55.3,169.5,111.7,55.1
08/03/2025 1:24,22,42.2,486.7,42.3,51.7
08/03/2025 1:24,29.9,48.1,63.8,119.6,53.4
08/03/2025 1:24,22.1,39.7,271.8,5.3,144.1
08/03/2025 1:25,24.4,60.8,485.4,55.1,96.2
08/03/2025 1:25,28.5,45.2,383.2,13.2,116.7
08/03/2025 1:25,26.8,63.7,52.9,111.3,141.6
08/03/2025 1:25,23.2,59.7,413.6,61.9,123.8
08/03/2025 1:26,23.4,65.1,81.5,69.8,135.8
08/03/2025 1:26,18.4,33.1,54.7,41.7,101.5
08/03/2025 1:26,27.4,49.2,416.9,7.8,28.8
08/03/2025 1:26,28.5,38.4,163.1,48.7,56.4
08/03/2025 1:27,28.5,43.5,489.6,70.1,38.1
08/03/2025 1:27,27.8,40.7,420,31.1,188.2
08/03/2025 1:27,20.1,56,194.1,58.4,93
08/03/2025 1:27,29.2,54.7,225,112.2,74.1
08/03/2025 1:28,29.2,49.9,464.4,82.9,140.9
08/03/2025 1:28,27.5,59.4,236.9,43.1,17.5
08/03/2025 1:28,19.2,30.5,402.9,67.3,194.3
08/03/2025 1:28,20.9,35.8,463.2,57,144.5
08/03/2025 1:29,18.3,40.7,119.9,31.7,25.4
08/03/2025 1:29,19.6,41.2,239.2,86.6,170.6
08/03/2025 1:29,19.4,46.4,459.2,26.5,24.8
08/03/2025 1:29,28.6,62.4,471.7,41.4,141.7
08/03/2025 1:30,25.9,63.7,77,46.1,18
08/03/2025 1:30,21.5,49.7,280.9,87.7,200
08/03/2025 1:30,25.1,39.6,250.3,13,155.6
08/03/2025 1:30,18.4,59.9,179.9,53,164.7
08/03/2025 1:31,24.1,40.1,370.1,108.6,164
08/03/2025 1:31,28.3,33.4,190,65.9,85
08/03/2025 1:31,27.1,37.7,167.8,24.8,11.3
08/03/2025 1:31,25.7,47,346,47.7,162.8
08/03/2025 1:32,22.3,32.2,106.4,69.1,116.6
08/03/2025 1:32,27,54.2,191.7,93.3,19.1
08/03/2025 1:32,21.6,64.4,289.3,62.1,13.1
08/03/2025 1:32,26.1,30.5,368.9,116.8,91.2
08/03/2025 1:33,29.7,65,140.3,83.8,121
08/03/2025 1:33,26.8,36.8,498.4,23.2,172.9
08/03/2025 1:33,24.1,42.2,233.3,14.3,107.7
08/03/2025 1:33,20.9,62.9,247.7,12.1,154.9
08/03/2025 1:34,18.9,55.2,129.3,17.9,183.1
08/03/2025 1:34,22,44.4,394.4,91.4,35.7
08/03/2025 1:34,18.2,36.2,422,117,150.4
08/03/2025 1:34,19.7,66.2,490.2,117,91.1
08/03/2025 1:35,22.4,49.6,110.7,57.1,171.6
08/03/2025 1:35,26.1,52.6,344.2,104.8,144.2
08/03/2025 1:35,27,57.1,424.3,12.9,191.3
08/03/2025 1:35,18.1,34.5,219.6,112.1,150.1
08/03/2025 1:36,27.3,68.4,368.9,115.3,38.3
08/03/2025 1:36,20.2,36.7,356.2,79,195.4
08/03/2025 1:36,19.5,50.6,195,117.5,24.8
08/03/2025 1:36,29,43.4,273.6,6.8,67.2
08/03/2025 1:37,21.7,36.4,50.4,112.5,51.5
08/03/2025 1:37,26.9,37.4,118.3,115,46
08/03/2025 1:37,29.4,46.1,372.2,104.1,196
08/03/2025 1:37,20,58.9,341.6,50.9,161.2
08/03/2025 1:38,27.1,35.6,326.6,42.6,92.1
08/03/2025 1:38,21.8,66.1,121.8,16.4,25.7
08/03/2025 1:38,29.3,68.5,480.9,30.6,110.2
08/03/2025 1:38,28.7,55.9,214.5,25.1,168.5
08/03/2025 1:39,23.4,47.9,145.2,64.1,175.5
08/03/2025 1:39,24,55.3,356,39.1,127.6
08/03/2025 1:39,26.3,37.3,293.9,54.1,106.9
08/03/2025 1:39,29.4,30.9,251.8,87.7,39.5
08/03/2025 1:40,18.1,49.3,133.8,64.9,88.4
08/03/2025 1:40,21,31.9,247.9,53.7,53.1
08/03/2025 1:40,20,58.2,348.8,18.7,85.6
08/03/2025 1:40,19.5,32.9,325.6,117.4,43.6
08/03/2025 1:41,24.2,38.8,424,99.4,172.6
08/03/2025 1:41,28.2,35.5,327.6,59,182.4
08/03/2025 1:41,24.6,35.7,487.9,42,178.8
08/03/2025 1:41,24.2,55.6,457.9,6.7,156.9
08/03/2025 1:42,18.2,40.5,242.9,6.9,155.5
08/03/2025 1:42,28.9,37.5,413.5,39.4,64
08/03/2025 1:42,26.7,50.6,185.7,23.9,62.4
08/03/2025 1:42,28.9,40.4,162.2,44.2,162.4
08/03/2025 1:43,26,56.5,87.1,82.9,183.4
08/03/2025 1:43,22.4,48.6,253.6,101.7,85.6
08/03/2025 1:43,20.3,68.1,470.3,71.7,43.8
08/03/2025 1:43,28.3,33.3,395.1,46.9,75.2
08/03/2025 1:44,25.6,35.8,83.7,26.6,82.7
08/03/2025 1:44,29.8,68,204.8,23,189.3
08/03/2025 1:44,26.6,53.4,95.3,53.7,180.7
08/03/2025 1:44,24.5,44.5,130.5,27.8,25.7
08/03/2025 1:45,27.6,37.4,468.9,110.7,149.3
08/03/2025 1:45,19.2,59.5,296,38.4,25.9
08/03/2025 1:45,21.4,35.1,376.8,104.7,117.3
08/03/2025 1:45,21.8,58.2,72.2,27.9,104.1
08/03/2025 1:46,22.3,57.6,123.7,34.2,72.7
08/03/2025 1:46,21,61,421.8,85.9,38.7
08/03/2025 1:46,26.5,64.4,92.8,75.5,61.2
08/03/2025 1:46,27.7,61.6,123.1,43.6,194.2
08/03/2025 1:47,18.8,44.9,93.6,40,198.9
08/03/2025 1:47,20.2,46.5,139,48.8,114.9
08/03/2025 1:47,22.7,69.8,312.9,43.4,62.4
08/03/2025 1:47,29.7,70,145.8,62.7,58.6
08/03/2025 1:48,19.1,42,95.5,96,164.1
08/03/2025 1:48,28.4,67,416,77.6,93.2
08/03/2025 1:48,24.8,67.7,435,30.4,121.2
08/03/2025 1:48,18.5,47.2,185,98.7,119
08/03/2025 1:49,29.4,65.9,199.2,42.1,33.9
08/03/2025 1:49,25.2,30.8,414,87.1,56.9
08/03/2025 1:49,27.6,68.5,456.8,15.5,87.6
08/03/2025 1:49,26.2,58.3,58.4,15.1,155.3
08/03/2025 1:50,22.1,37.3,422.4,43.6,193.6
08/03/2025 1:50,29.6,40.3,489.9,19.4,66.5
08/03/2025 1:50,18.6,45.8,461.6,95.5,50.4
08/03/2025 1:50,29.3,62.7,292.5,8.1,111.7
08/03/2025 1:51,22.9,67.6,353.7,37.7,112.7
08/03/2025 1:51,26.3,31,60.9,8.2,136.1
08/03/2025 1:51,18.7,36.1,120.7,85.3,197.8
08/03/2025 1:51,25.8,30.1,329.5,65.5,165.3
08/03/2025 1:52,24.2,54.6,372.7,119.2,160.4
08/03/2025 1:52,23.8,46,235.7,63.2,35.3
08/03/2025 1:52,19.8,56.5,408.9,117.9,174.9
08/03/2025 1:52,27.6,69.2,414.9,119.2,30.2
08/03/2025 1:53,29.4,30.5,186.2,50.7,70
08/03/2025 1:53,19.1,65.8,342.1,77.2,140.2
08/03/2025 1:53,26.4,67.2,156.4,74.6,108.7
08/03/2025 1:53,24.1,61.5,105.6,15.9,147.2
08/03/2025 1:54,27,63.8,468.8,67.4,171.1
08/03/2025 1:54,29.6,69.6,253.9,101.8,72.3
08/03/2025 1:54,29.7,31.6,236.7,104.8,150.4
08/03/2025 1:54,23.9,61.7,290.3,24.7,26.6
08/03/2025 1:55,18.8,31.3,286.7,26.9,165.1
08/03/2025 1:55,27.6,33.8,291,61.9,30.9
08/03/2025 1:55,26.9,58.8,322.6,82.1,142.2
08/03/2025 1:55,23.7,46.7,125.3,53.6,101.6
